,listing_id,description,room_type
478,258397,Guest Apartment in Owner Occupied Home,entire home/apt
479,258688,Spacious & Stylish Chelsea One Bedroom Apartment,entire home/apt
480,258838,"Oceanview,close to Manhattan",entire home/apt
481,259946,"Budget stay, near transportation",entire home/apt
482,260765,NewYork Modern Pre-War LoftStudio,entire home/apt
483,261194,Cozy Artist Duplex **Bedstuy Charm**,entire home/apt
484,261344,Inspired in Historic Downtown NYC!,private room
485,262343,Cozy & Clean Lower East Side Apt.,entire home/apt
486,262405,Spacious Townhome Apt in Brooklyn,entire home/apt
487,262583,Landmark 2 Bedroom West Village NYC,entire home/apt
488,263005,2 bedroom apt in charming brick townhouse,entire home/apt
489,263190,Room in East Village with Private Entrance,private room
490,263232,Cozy&Clean in a great neighborhood,entire home/apt
491,263776,City Skyline Views from every room!,private room
492,263888,Contemporary & Classic Sanctuary on the Hudson,entire home/apt
493,264323,Comfortable Manhattanville,private room
494,265036,Private room w/ queen bed + rooftop,private room
495,266146,Beautiful studio by Central Park,entire home/apt
496,266155,One bed suite with private garden,entire home/apt
497,266449,2 Bedroom Gem - Prime LES Location,entire home/apt
498,267376,BIG ROOM / DOWNTOWN  LOFT /,private room
499,267435,Large Sunny Bedroom in QNS NYC,private room
500,267535,Home Away From Home-Room in Bronx,private room
501,267652,Private clean pleasant spacious room.,private room
502,267708,"Charming Hotel Alternative
Mount Sinai",private room
503,268392,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,entire home/apt
504,268868,Hudson Yards with views of The Highline Park,entire home/apt
505,269283,Brooklyn: A Huge Bedroom + Good Vibes,private room
506,269889,One stop from Midtown Manhattan!,private room
507,270139,"Private Room Very Near L train, Bushwick",private room
508,270231,Cozy New York  City private room,private room
509,270315,Bed-stuy Royal Room,private room
510,270345,SUPER CUTE EAST VILLAGE APARTMENT,entire home/apt
511,270680,GREAP STUDIO / 4PPL IN MIDTOWN,private room
512,271083,Sleep & Wake near Botanical Gardens,entire home/apt
513,271128,Tranquil in the heart of Brooklyn 2,private room
514,271130,Tranquil in the heart of Brooklyn 1,private room
515,271954,Beautiful brownstone apartment,entire home/apt
516,272427,Spacious room on charming block in Greenpoint!,private room
517,272738,Guest Room in Authentic Williamsburg Factory Loft,private room
518,274062,Beautiful Room Near Central Park!,private room
519,274329,Fantastic 1-bedroom basement apt.,entire home/apt
520,274376,"Private Clinton Hill, Brooklyn Apt",entire home/apt
521,275976,Lovely 2 bedroom apartment with backyard access,entire home/apt
522,276317,"The Carlton, Brooklyn brownstone Duplex w/ garden",entire home/apt
523,276482,Comfortable Manhattanville.,private room
524,277207,Beautiful lrg 1800's syle apt share,private room
525,277370,Location wins for East Village Apt,entire home/apt
526,278090,Furnished room for rent - Manhattan,private room
527,279857,#1 Yellow Block BnB/see at Net Flix Show Stay Here,entire home/apt
528,279969,Cozy Brownstone Inn I(studio),entire home/apt
529,281756,Authentic NY Charming Artist Loft,entire home/apt
530,281851,Beautiful Private Bedroom - Downstairs,private room
531,282443,QT STUDIO FOR ROMANTIC COUPLES,entire home/apt
532,282514,"Own Room & Bath, Sunny Town House, 18"" to Wall St",private room
533,282863,Cozy & Charming Boerum Hill Flat,entire home/apt
534,282977,Park Slope Brooklyn!  Sunny Bedroom.,private room
535,283550,Hells Kitchen Ground Fl 1-bedroom,entire home/apt
536,284855,Charming Apt in the Best Location!,entire home/apt
537,286662,Charming Brooklyn Studio,entire home/apt
538,287397,Bed Stuy Pride! Welcome to Brooklyn,entire home/apt
539,287417,HOT SPOT FOR 20 AND 30 SOMETHING'S,entire home/apt
540,287481,Bright Loft Apt w Skylight in Wburg,entire home/apt
541,287839,"Cozy, beautiful doormen studio-",entire home/apt
542,287845,Carroll Gardens Gem-2BD with Garden,entire home/apt
543,289288,Perfect East Village Apartment,entire home/apt
544,289995,Zen Minimalist w/Garden- Bedford L Stop,entire home/apt
545,290457,Between Two Bridges 2BD -Whole Apt!,entire home/apt
546,291524,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,entire home/apt
547,292047,Gorgeous pvt room in West Village,private room
548,292266,Sunny and spacious bedroom,private room
549,293837,"Big Apt for Funky Art /Music Lovers, Outdoor Patio",entire home/apt
550,294227,Loft Suite @ The Box House Hotel,entire home/apt
551,294242,Loft Suite @ The Box House Hotel,entire home/apt
552,294250,Beautiful New Garden Apartment,entire home/apt
553,294259,Loft Suite @ Box House Hotel,entire home/apt
554,294263,Loft Suite @ The Box House Hotel,entire home/apt
555,294280,Loft Suite @ The Box House Hotel,entire home/apt
556,294297,"Lovely apt in Williamsburg, BK",entire home/apt
557,294353,Williamsburg HUGE SUNNY next2train!,private room
558,294490,Loft Suite @ Box House Hotel,entire home/apt
559,295379,Have Whole Apt! Prime Williamsburg!,entire home/apt
560,295998,Panoramic View Central Park & NYC,entire home/apt
561,296345,E Williamsburg Apartment with Yard,private room
562,296361,Nice Private Room Beauty in Queens,private room
563,298759,Large Double Room  Queenbed Wifi,private room
564,299078,Charming 1BD in SoHo,entire home/apt
565,299531,Feel like you never leave your home,entire home/apt
566,301034,Furnished Bedroom with private half bath,private room
567,302057,Sunny private room featured in film,private room
568,303345,The best studio in town,entire home/apt
569,304799,Penthouse Studio by Central Park,entire home/apt
570,305211,Your Own 2 Br Apt Bedford and Grand,entire home/apt
571,306799,2 rooms; private entrance & bath!,private room
572,310272,"Private Room in Artist's Home, Stapleton, SI",private room
573,310325,Large Sunny Bedroom with Bay Window,private room
574,310338,Harlem/Hamilton Heights Sunny Room,private room
575,310524,Clinton Hill Duplex near Pratt w/Balcony!,private room
576,310796,"Sunny 1 BR, West 80s & Central Park",entire home/apt
577,311343,COMFORTABLE ROOM,private room
578,311356,Charming Ridgewood Soulful  Walk-Up,private room
579,312429,"Comfortable, well-appointed room",private room
580,313890,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,entire home/apt
581,314982,Share in NYC's trendy East Village,private room
582,316238,Historic Brooklyn 2-Bedroom Apt,entire home/apt
583,317838,APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,entire home/apt
584,317905,Come and go as  you please in BKLN!,entire home/apt
585,318021,Room in Huge 1200sf W Harlem Suite,private room
586,318187,"Huge, Sunny, Open Loft in Brooklyn",entire home/apt
587,319724,Cozy Nook in Heart of Williamsburg,private room
588,319798,Peaceful Room...,private room
589,319844,Cute Room in Historic Loft!,private room
590,320865,Harlem on the Range,entire home/apt
591,320876,Amazing Park Slope Duplex with Deck,entire home/apt
592,322037,"Luxury Williamsburg, Brooklyn LOFT",entire home/apt
593,322604,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,private room
594,322974,Chelsea/Meat Packing  Artist Space!,private room
595,324115,Large Master Bedroom - Williamsburg,private room
596,325429,Lovely Upper East Yorkville 1 BDRM,entire home/apt
597,326832,Cozy Upper East Side Studio,entire home/apt
598,326956,"Large Cozy Room #2, Landmark Home 1 Block to PRATT",private room
599,327778,NYC Summer Discount  1 BR Gramercy Apt,entire home/apt
600,328040,"Awesome views, Central location",entire home/apt
601,328693,Spacious Manhattan Apartment near Central Park,entire home/apt
602,328744,Entire Apt: Sunny 2bd! 15min to NYC,entire home/apt
603,329385,"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",private room
604,333189,Charming private room in New-York,private room
605,333323,Cozy bedroom near Times Square,private room
606,334607,Artist's Flat in Historic Building #10263,entire home/apt
607,334781,Queen size sofa bed in Harlem,private room
608,335797,Bklyn 6 Beds 1 Bathroom Rental 2,entire home/apt
609,335819,Bklyn 4 Beds 1 Bathroom Rental 3,entire home/apt
610,335820,4 Beds 2 Bathrooms Rental 1,entire home/apt
611,336220,Stylish & Quiet NYC Retreat!,private room
612,341525,TIMES SQUARE MASTER BEDROOM!,private room
613,342027,Serenity amidst the busy city,entire home/apt
614,342995,Unique private room and bathroom in Brownstone,private room
615,343276,TIMES SQUARE HOUSE!,private room
616,347865,ARTY 2 BED EAST VILLAGE GEM,entire home/apt
617,351859,Exquisite Spacious Studio in Midtown,entire home/apt
618,352651,COMFORTABLE LARGE ROOM,private room
619,352864,Cute Private room in Upper East Side #14,private room
620,353317,Lower East Side 1bedroom apt in NYC,entire home/apt
621,354095,Large Beautiful East Village 1-Bdrm,entire home/apt
622,355106,Big room near Prospect Park! NY!,private room
623,357509,Manhattan -  Best Location in Midtown,entire home/apt
624,359982,Sunny private room right off L train,private room
625,360400,Beautiful Room in Manhattan Loft,private room
626,364275,Den of Zen at The Denizen Bushwick,private room
627,367810,1400sf Manhattan View Artistic Loft,private room
628,369411,"ingefära hus! Private room Williamsburg, Brooklyn",private room
629,369567,Private MasterBR w/ View of Museum,private room
630,369671,LUXURY 2BD/2BTH - HUGE PATIO,entire home/apt
631,373618,Authentic designer loft/roof deck best Williamsbrg,private room
632,374548,Sunny Retreat with Roof Garden,entire home/apt
633,375249,Enjoy Staten Island Hospitality,private room
634,378460,Cozy 2 BD in Midtown West,entire home/apt
635,380416,Park Slope Sunny Studio,entire home/apt
636,382524,Cozy room with private bathroom & outside garden,private room
637,385190,"Beautiful 1 bdrm, Inwood Manhattan",private room
638,385824,New York City- Riverdale Modern two bedrooms unit,entire home/apt
639,386555,A PLACE TO STAY CLOSE TO MANHATTAN,private room
640,386744,Great room priv/bathrm Eastside location 70's ST,private room
641,387377,THERE'S NO PLACE LIKE HOME.........,entire home/apt
642,387666,Cozy home in vibrant Manhattan,private room
643,387735,LOCATION LOCATION LOCATION Sara's,entire home/apt
644,391955,Charming brownstone apartment,entire home/apt
645,392948,Williamsburg near soho .support artist living,private room
646,393016,Your Times Square Sanctuary,private room
647,393094,Designer studio in Luxury Building,entire home/apt
648,396636,Stylish Designer Studio with Piano,entire home/apt
649,398283,"PARK SLOPE: SWEET, LARGE 2BR DUPLEX",entire home/apt
650,399946,Light Superhosted Chill LES Apt,private room
651,401579,"ECO-APT, free YOGA, 2 new bedrooms. Best location!",entire home/apt
652,401836,"Sunny UES 1.5 Bedroom, Sleeps 6",entire home/apt
653,403056,Large Private Room Near Central Park & Mount Sinai,private room
654,403264,Luxury room in Manhattan Duplex Apt,private room
655,403668,"Gorgeous Sunny, Spacious 1 bdrm in East Village",entire home/apt
656,404502,ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!,private room
657,404923,Private Garden Entry,entire home/apt
658,405025,LUXE Privé L.I.C. Apt & Garden,entire home/apt
659,405408,"Magazine SOHO Studio Loft. 
Read our reviews!",entire home/apt
660,406926,Nolita apt. with private garden,entire home/apt
661,407469,BROWNSTONE TWO IN BROOKLYN in NYC,private room
662,408983,Brooklyn Brownstone full floor/garden ProspectPark,entire home/apt
663,409262,"Family friendly,  steps to subway, large garden :)",entire home/apt
664,409293,Private Sunny Room Near Central Park & Mount Sinai,private room
665,411336,"""Simple Perfect Soho""",entire home/apt
666,411525,Beautiful Room + Private Balcony,private room
667,411918,"3 BR apartment Crown Heights, BKLYN",entire home/apt
668,412061,Brownstone Sunny & Spacious top fl,entire home/apt
669,413504,Perfect NYC/Williamsburg Location,private room
670,413775,Midtown East Sutton Area Entire Apt,entire home/apt
671,414801,Industrial Brooklyn Loft with Tree-Lined Windows,entire home/apt
672,416557,"All Charm: Lush Garden, Huge Kitchen + Quiet",entire home/apt
673,417685,Bright and Quiet 2 BR in Park Slope,entire home/apt
674,418291,"Cozy, bright 1BR avail. in East Village apartment",private room
675,419373,Stylish Loft w/Lovely Backyard,entire home/apt
676,419792,Great Apt IDEAL Location 900 SF,entire home/apt
677,424667,Luxury room + En-suite bath in Times Sq/Midtown W,private room
678,424767,"Chic, Spacious Loft + Backyard",entire home/apt
679,428226,Bright & Vibrant- The BK experience,private room
680,431865,Elegant Uptown Historic District Garden Apartment,entire home/apt
681,433218,Lovely 1 bdrm in Prospect Heights!,entire home/apt
682,433414,Spacious & Sunny in Prime Brooklyn,entire home/apt
683,433914,1 Bedroom Apt - Close to JFK & City,entire home/apt
684,434792,"1 br. studio duplex,  Park Slope/Gowanus, Brooklyn",entire home/apt
685,435946,SUNNY ZEN  FULL SERVICE HUGE STUDIO,entire home/apt
686,436619,"Tranquil, Artsy, Sunny Bedroom",private room
687,436824,Room in Harlem,private room
688,438513,Big Beautiful Brooklyn Apt @ Park!,entire home/apt
689,442636,"Private,Affordable, 20 min to NYC!",entire home/apt
690,443646,Classy 2.5 BR Brownstone w/ Garden,entire home/apt
691,446367,"Best Block, NYC!  July 25-Aug 18",entire home/apt
692,448048,"1 BR, Book it 1st then write me",private room
693,449034,Spacious Loft 5 min to Union Square,private room
694,449130,Your Own Private Entrance Studio in Stylish Duplex,private room
695,449660,Art & Music Salon,private room
696,450009,Lavender Joy Room in Duplex!,private room
697,450577,1 bdrm brownstone-west 70's-1 block Central Park,entire home/apt
698,450578,Serene Room...,private room
699,452541,Brooklyn Apartment Windsor Terrace,entire home/apt
700,453094,Bedroom with Garden at the Back,private room
701,453255,"Exciting Lower East Side, Loft Life",entire home/apt
702,454929,UNION SQUARE❤️PENTHOUSE 2FL+TERRACE❤️EAST VIllAGE,entire home/apt
703,455734,"Sunny, spacious 1-bedroom in Upper Manhattan",entire home/apt
704,456190,"West Village Loft, 1st floor",entire home/apt
705,456526,Central Harlem Comfy Bedroom with Private Bath,private room
706,457829,Beautiful apartment in the heart of The Village,entire home/apt
707,458154,"Cozy private room, williamsburg NYC",private room
708,458377,Bright Spacious 2 Bedroom/5 Room - wRoof Deck,entire home/apt
709,459066,******AMAZING DEAL IN NYC*****,entire home/apt
710,460036,Great DEAL Gramercy 1 BDROOM /2beds,entire home/apt
711,460999,Beautiful duplex apt in Harlem,entire home/apt
712,466277,"W'burg 2 bedroom w/ yard & laundry, 5 mins to L",entire home/apt
713,466457,"Bright, Bedstuy Gem",entire home/apt
714,467569,Curated 1BR on the prettiest block of the LES,entire home/apt
715,467634,yahmanscrashpads,shared room
716,467866,"Our NY home, Greenwich Village apt",private room
717,470090,Studio Apt. Lower East - Manhattan,entire home/apt
718,470370,PRIVATE ROOM NEW YORK,private room
719,471712,Beautiful Sunny Apartment in South Harlem,private room
720,471914,Brooklyn one-bedroom right by Prospect Park!,private room
721,472546,Cozy place,entire home/apt
722,473592,AMAZING Private 1stop away from NYC 1 block Subway,private room
723,476527,1RW- CARRIAGE HOUSE STUDIO OFF CTYD,entire home/apt
724,476570,3RE - CARRIAGE HOUSE STUDIO OFF CTYD,entire home/apt
725,476571,2RE - CARRIAGE HOUSE STUDIO OFF CTYD,entire home/apt
726,476983,"PRIVATE Room in Spacious, Quiet Apt",private room
727,478053,Great LES / Chinatown bedroom,private room
728,478385,Sunny Midtown East Apt w/ a Loft!!!,entire home/apt
729,479002,Brooklyn Brownstone w/ Beautiful Garden,entire home/apt
730,479263,Mini Loft Williamsburg Bkln-Bedford,entire home/apt
731,479867,Williamsburg 2b apartment with deck,entire home/apt
732,481022,Super Cute Junior 1BR in LES!!,entire home/apt
733,482765,Beautiful Brooklyn Brownstone,private room
734,483414,Best double Room all included wifi,private room
735,483485,Downtown Full Floor Loft,entire home/apt
